Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Kochi,2019,13574,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.51,Maruti,Alpha CVT
Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,3.9,Honda,2.4L 4WD MT
Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,5.39,Maruti,Dzire VXI
Pune,2009,90000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,3.0,Maruti,Dzire VDi
Jaipur,2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.3,Maruti,Dzire ZDI
Jaipur,2017,37282,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.75,Maruti,Dzire ZXI
Jaipur,2017,23000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5,Hyundai,i10 Sportz
Chennai,2010,82000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.75,Ford,1.4 ZXi TDCi ABS
Chennai,2016,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,9.0,Hyundai,1.6 CRDi S
Jaipur,2001,200000,Petrol,Manual,First,12.0,,,,0.7,Maruti,R Vx
Delhi,2014,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,2.55,Ford,Diesel EXI
Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.54,Tata,Aqua Quadrajet BS IV
Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.25,Honda,2006-2010 1.8 S MT
Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.2,Maruti,LX BSIII
Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,19.5,BMW,Series 520d Luxury Line
Bangalore,2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,12.0,Mahindra,W8 2WD
Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.9,Maruti,VDi
Kochi,2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.13,Maruti,Brezza ZDi Plus
Pune,2011,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.25,Maruti,7 Seater Standard
Mumbai,2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.25,Maruti,Dzire 1.2 Vxi BSIV
Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.79,Hyundai,1.6 CRDi AT SX Plus
Mumbai,2010,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.35,Maruti,R LXI
Kolkata,2015,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.1,Maruti,ZDi
Delhi,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,12.9,Hyundai,Fe 2WD AT
Kolkata,2017,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5,Hyundai,D Lite Plus Option
Delhi,2013,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.65,Hyundai,Sportz 1.2
Bangalore,2014,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.5,Hyundai,1.6 SX VTVT (O)
Kochi,2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,3.74,Honda,S Option MT
Kochi,2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.86,Maruti,VXI Optional
Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.62,Mercedes-Benz,C-Class C 220d Avantgarde Edition C
Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.05,Maruti,VDI Optional
Delhi,2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,7.5,Maruti,AMT VDI
Chennai,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.1,Chevrolet,Diesel LS
Delhi,2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,11.6,Skoda,Elegance 1.8 TSI AT
Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,19.25,Mercedes-Benz,C-Class C 220 CDI BE Avantgare
Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,17.92,Toyota,Crysta 2.4 VX MT 8S
Kolkata,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.6,Hyundai,Sportz
Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5,Honda,S i-DTEC
Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7.4,Hyundai,Magna 1.4 CRDi (Diesel)
Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59.29,Mercedes-Benz,350d
Kolkata,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,5.5,Mahindra,2009-2014 SLE 7S BSIV
Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,1.75,Hyundai,GLE
Mumbai,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.75,Maruti,Alpha
Chennai,2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,3.95,Chevrolet,Magnum 2.0 LT
Mumbai,2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.2,Hyundai,1.6 SX VTVT (O)
Hyderabad,2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,8.4,Honda,1.5 V MT
Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.25,Volkswagen,GT TSI
Bangalore,2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.31,Honda,E MT
Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5,Maruti,Dzire VDI
Pune,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.75,Honda,1.5 V MT Exclusive
Pune,2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,8.79,Mahindra,Rexton RX7
Pune,2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,9.5,Skoda,Elegance 1.8 TSI MT
Pune,2009,100000,Petrol,Manual,First,,,,,1.6,Hyundai,GLS II - Euro II
Kolkata,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.55,Maruti,LXi
Jaipur,2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.85,Hyundai,Asta (o) 1.4 CRDi (Diesel)
Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,7.52,Ford,1.5 Ti VCT MT Trend
Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.6,Nissan,Diesel XV
Kochi,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.73,Honda,E MT
Delhi,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,10.5,Mahindra,Rexton RX7
Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,34.54,BMW,Series 730Ld Sedan
Kochi,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.07,Hyundai,i10 1.2 Kappa Sportz
Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.76,Maruti,Delta 1.2
Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7.46,Mahindra,E8 ABS BS IV
Delhi,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,3.49,Renault,Diesel E4
Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,4.05,Hyundai,1.2 Magna
Kochi,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,11.88,Mitsubishi,2.8 SFX
Pune,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,6.45,Toyota,Altis 2008-2013 1.8 VL AT
Pune,2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,50.0,BMW,X5 M
Pune,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,9.0,BMW,Series 2005-2011 325i Sedan
Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.25,Hyundai,1.6 CRDi AT SX Plus
Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.36,Mahindra,300 2015-2019 T8
Delhi,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.4,Mahindra,VLX 2.2 mHawk BSIII
Mumbai,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.1,Renault,RXT
Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.28,Renault,1.0 RXT Optional AMT
Pune,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5.5,Maruti,VXi BSIV
Kolkata,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,6.99,Skoda,1.9 TDI AT Ambiente
Coimbatore,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,4.29,Maruti,800 2016-2019 VXI
Delhi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.2,Maruti,VXI
Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.11,Hyundai,1.4 CRDi Sportz
Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.75,Audi,2012-2015 35 TDI Quattro Premium
Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,64.95,Mercedes-Benz,350d
Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.59,Hyundai,Era
Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.6,Maruti,R LXI Optional
Kochi,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,7.87,Honda,i VTEC V
Mumbai,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.55,Hyundai,i10 1.2 Kappa Sportz
Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.4,Honda,i DTEC VX
Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,2.65,Maruti,Dzire VXi
Delhi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,5.5,Maruti,Dzire ZXi
Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.31,Mahindra,W8 2WD
Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.1,Maruti,ZDi Plus SHVS
Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.83,Hyundai,1.6 SX CRDi (O)
Mumbai,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,0.85,Hyundai,CRDi
Mumbai,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.55,Honda,S MT
Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.19,Hyundai,Active 1.2 SX
Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.0,BMW,Series 320d Sport Line
Chennai,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.0,Volkswagen,2013-2015 2.0L TDI Highline AT
Chennai,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,3.29,Volkswagen,Petrol Highline 1.6L
Pune,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4.41,Maruti,VXi BSIV
Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99,Renault,110PS Diesel RxZ
Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.98,BMW,xDrive 20d Luxury Line
Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,7.71,Fiat,MULTIJET Emotion
Delhi,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.8,Maruti,R Stingray VXI
Kolkata,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,3.0,Chevrolet,Hatchback LS ABS
Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.49,Mahindra,W8 2WD
Kochi,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,5.0,Tata,Quadrajet 1.3
Kochi,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.64,BMW,xDrive20d xLine
Chennai,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.5,Maruti,VDI BSIV
Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,35.0,BMW,Series 2013-2017 520d Luxury Line
Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.0,Tata,CS eVX
Kochi,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.46,Mahindra,W8 2WD
Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,39.0,Audi,35 TDI Quattro Premium Plus
Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.0,BMW,Series 2003-2012 520d
Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,6.15,Hyundai,1.6 SX VTVT (O)
Pune,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,14.5,Hyundai,Fe 4WD AT
Bangalore,2012,43000,Petrol,Manual,First,,,,,3.25,Hyundai,GLS II - Euro II
Kochi,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,5.18,Maruti,R AMT VXI
Pune,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.24,Maruti,R LX BSIII
Kolkata,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,2.8,Hyundai,Sportz 1.2
Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,5.23,Skoda,Elegance 1.8 TSI AT
Pune,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,0.45,Hyundai,GLS
Delhi,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.25,Maruti,R LXI BS IV
Kolkata,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.5,Maruti,MPI CARGO BSIV
Mumbai,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85,Hyundai,Magna 1.2
Kochi,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.5,Renault,1.0 RXT Optional
Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,16.25,Mercedes-Benz,Class 2012-2015 B200 Sport CDI
Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.75,Volkswagen,GT TSI
Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,4.35,Mahindra,VLX 4WD
Kochi,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,33.13,Toyota,2.8 2WD AT
Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.63,Chevrolet,Diesel LT
Delhi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.75,Toyota,2.5 G4 Diesel 8-seater
Kochi,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.51,Maruti,Dzire VXI
Hyderabad,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.8,Renault,Climber 1.0 MT
Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,6.0,Tata,Quadrajet XM
Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.4,Hyundai,i10 Asta
Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.9,Volkswagen,1.5 TDI Highline
Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.57,Audi,2011-2015 2.0 TDI
Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.76,Maruti,Dzire Ldi BSIV
Kochi,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,2.0,Chevrolet,1.0 LT
Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,9.92,BMW,Series 320d
Kochi,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.69,Hyundai,Era Plus
Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75,Maruti,Dzire VDI
Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,5.7,Volkswagen,1.5 TDI
Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94,Honda,E i-Vtech
Kochi,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,4.29,Volkswagen,Petrol Highline AT
Kolkata,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0,Maruti,R Stingray VXI
Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.5,Volkswagen,1.5 TDI Highline
Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.9,Volkswagen,Petrol Comfortline 1.2L
Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4,Honda,SX i-DTEC
Delhi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,24.0,Audi,35 TDI Matrix
Kochi,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,7.46,Tata,1.05 Revotorq XZ Option
Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.6,Volkswagen,1.5 TDI Highline AT
Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,25.0,Audi,35 TDI Matrix
Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.8,Nissan,XL 110 PS
Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,8.59,Skoda,1.5 TDI AT Elegance
Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.29,Ford,Aspire 1.5 TDCi Trend
Pune,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,2.5,Tata,EX
Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,13.9,Mercedes-Benz,C-Class C 220 CDI BE Avantgare
Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,20.0,Toyota,4x2 Manual
Delhi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.4,Honda,1.5 V MT
Mumbai,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5,Hyundai,Asta Option 1.2
Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,3.65,Volkswagen,Diesel Trendline
Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.86,Ford,2.5L 4X2 MT
Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,10.44,Ford,1.5 Petrol Titanium Plus AT
Bangalore,2013,58291,Diesel,Manual,First,17.8,1248.0,,5.0,5.0,Maruti,VDI BSIV
Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.37,Hyundai,Sportz Diesel
Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6.95,Toyota,2.5 VX (Diesel) 8 Seater
Mumbai,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.9,Tata,1.5 Revotorq XZ Plus Dual Tone
Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.3,Ford,Diesel Titanium
Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,50.5,Porsche,Diesel
Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.5,Hyundai,1.6 CRDi AT SX Plus
Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,20.5,Audi,2.0 TDI Multitronic
Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5,Mahindra,W8 4WD
Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,20.0,Isuzu,4WD
Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,Maruti,Dzire VDI
Kolkata,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.9,Maruti,ZXi
Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,Hyundai,Era Plus
Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0,Mercedes-Benz,280 CDI
Pune,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.5,BMW,Series 2003-2012 520d
Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.75,Hyundai,i10 1.2 CRDi Sportz Option
Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,75.0,Jaguar,3.0L Portfolio
Chennai,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,2.0,Maruti,Ldi BSIII
Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,Hyundai,Xing GLS
Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,8.2,Toyota,2.5 V Diesel 8-seater
Kolkata,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.8,Hyundai,Sportz 1.2
Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,8.5,Mercedes-Benz,280 CDI
Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9,Ford,Diesel ZXI
Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5,Toyota,Altis 1.4 DG
Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.85,Hyundai,i10 1.2 Kappa Sportz
Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,23.91,Jeep,2.0 Limited 4X4
Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.36,Maruti,1.2 AMT Alpha
Pune,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,17.25,Toyota,3.0 Diesel
Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7.0,Volkswagen,Diesel Highline
Mumbai,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65,Toyota,Crysta 2.4 VX MT
Jaipur,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2.5,Ford,Diesel Celebration Edition
Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6.0,Toyota,Etios 1.4 GXD
Mumbai,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,8.25,Mahindra,DI 4X4
Kochi,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.83,Land Rover,Range Rover HSE Dynamic
Delhi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,10.5,BMW,Series 320d Highline
Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,1.9,Hyundai,GLS
Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25,Maruti,ZXI AT
Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,26.5,Jaguar,2.2 Litre Luxury
Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,22.5,Audi,2.7 TDI
Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.3,Nissan,Diesel XV
Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.3,Honda,S i-Vtech
Chennai,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.25,Renault,85PS Diesel RxL Option
Jaipur,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75,Toyota,2.5 G (Diesel) 8 Seater
Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,Honda,E i-Vtech
Delhi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.22,Mercedes-Benz,C-Class C 250 CDI Elegance
Chennai,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.2,Toyota,Liva G
Delhi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25,Toyota,Crysta 2.8 GX AT 8S
Bangalore,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,18.5,Mercedes-Benz,C-Class 200 CDI Elegance
Chennai,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2.4,Maruti,VXI BSIII
Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5,Maruti,Alpha 1.3
Hyderabad,2014,56000,LPG,Manual,First,7.263,1086.0,62.1,5.0,3.2,Hyundai,Xing GL Plus LPG
Mumbai,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99,Maruti,VXI AT
Kochi,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45,Ford,1.5 DV5 MT Ambiente
Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2.7,Tata,Aura Quadrajet
Mumbai,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25,Honda,1.5 SV i DTEC
Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28,Mahindra,W8 2WD
Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7,Nissan,Diesel XV Premium
Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.51,Mercedes-Benz,C-Class C 220d Avantgarde Edition C
Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1.4,Tata,Aura Plus Quadrajet BS IV
Kolkata,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,Maruti,VDI
Jaipur,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.78,Maruti,Dzire 1.2 Lxi BSIV
Pune,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2.7,Tata,eCS LS (TDI) BS-III
Kolkata,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.2,Honda,S i-Dtech
Delhi,2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.0,Maruti,VXI BSIV
Chennai,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,Maruti,ZDI
Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.85,Hyundai,i10 Era
Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.25,Nissan,Active XV
Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.9,Hyundai,i10 Asta Option
Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16.9,Jeep,2.0 Sport
Delhi,2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.25,Volkswagen,Diesel Comfortline 1.2L
